asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,3.75,4.0,3.0,10.0,9,31,11,19,52,2.3062194203517894,10.279202423630696,267,3.7189044386248695,5.805761042231827,105,1.692327313399183,2.4633802402508786,84,-2.07128041193263,1.435815722469422,0.7338101910272858,0.05,
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,2.75,5.0,3.0,7.0,8,20,14,28,65,3.2418674372534806,20.373328813977952,282,3.3057694913788063,7.239943268314031,108,2.640186496573135,5.547069107134384,96,-2.0341842510310237,1.7104533222816003,0.8144029784295895,0.014,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.0,8.5,6.5,8,23,15,15,26,4.344926938492841,31.47397636673841,381,1.0933395780901562,2.654562676604555,138,-1.8339050834267812,-3.707101743971908,105,-4.8109539754773945,0.6890879865317003,-0.4220796136247396,0.234,
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,3.0,3.0,9.0,4.5,5,36,14,23,78,2.803657072716672,11.66321914981523,222,1.7819350356480155,2.5721825639526186,84,2.7939541922027074,3.9207821746300775,78,-1.0153734784853485,1.8275321896998384,0.9965392056652054,0.01,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,3.75,3.0,6.5,7,23,8,18,39,2.7393825966068794,10.762515990992117,285,-1.9635616617673837,-2.9561766036182213,99,-0.7839079281998012,-0.894174187006358,57,-1.8206252600757367,0.8059209459587561,-0.2861622648734004,0.076,
OSMO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.75,4.75,3.0,6.0,9,31,10,16,52,3.8368760205193757,18.88233096092984,267,1.828755142756461,3.252842963627489,111,2.304182404470706,2.9705979525566084,57,-1.0138147079722493,1.8244103370626494,0.6005360590616119,0.0,
OSMO,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,3.75,3.25,8.5,10.0,8,25,11,15,78,4.112555743699227,16.665909127939816,216,0.21736021499935212,0.3020264808513362,84,2.0262033151758074,2.544310304060171,60,-1.307813202794239,1.6111429187030437,0.49268713701452366,0.0,
OSMO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,2.75,6.0,8.0,10,32,10,26,65,4.055623713635155,16.63408968614597,243,-1.0030110712019062,-1.6408929447559228,105,3.0498141655569153,3.495064654421398,57,-1.017609817494658,2.1148533627325383,0.7519963342021422,0.0,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,5.0,3.0,7.0,7,23,11,27,26,4.360320471909555,26.119769251751478,333,0.3082601642918271,0.6098106059992725,126,4.001371304176534,9.015911980717073,138,-1.9308155560368356,1.9577572856316177,0.9176782601082937,0.0,
KSM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,4.5,5.0,3.0,6.0,7,26,12,18,26,3.2208164804427253,15.1944807468807,300,2.177049076463367,3.7775581483184606,117,1.8481436388262606,2.9304266260409495,93,-1.5882122987983749,1.4745530195130008,0.5738121529272042,0.024,
JOE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.75,5.0,8.0,9.5,9,27,8,30,26,3.541712476856365,17.137147633815065,231,-1.161126342447574,-2.2662179501886537,117,5.089450847587552,7.295180115682154,63,-1.489532520103265,3.3293956216401077,1.4370028286725762,0.0,
AXS,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.5,5.0,3.0,5.0,10,40,15,25,39,3.6914497738574457,27.79407025861471,363,2.87474195184152,8.176431565798325,159,2.627161279152834,6.856968184214973,135,-3.500426942995294,1.5709405523467668,0.7116882092662297,0.09,
OSMO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.25,2.75,6.0,8.0,8,32,10,16,65,4.085872410864629,16.79331992634974,243,-1.0030116060597705,-1.640893921346409,105,3.049814165519649,3.495064654374702,57,-1.0176098174951465,2.114853362709341,0.7464291242697578,0.0,
CELO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.5,2.5,9.0,10.0,9,31,11,19,52,2.450395970094179,14.711281084925343,333,-0.9793715188128157,-1.9933952099350782,121,2.509672125098515,4.23316874909716,97,-2.03790494592222,1.6634334929567152,1.0241904393117565,0.006,
ICP,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,3.25,9.5,10.0,9,23,11,18,52,1.4626203106891023,10.260132992099402,306,0.37405312376251043,0.7102519296398269,123,0.7378534290506237,1.3733219653556006,73,-2.383670267502691,1.194715982385489,0.5044736652829536,0.336,
YGG,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.5,4.75,7.5,9.0,11,39,9,25,52,3.972625383223788,36.47266214407794,273,0.03023011296732116,-0.02316262230580568,129,3.2778323572830326,11.633378663918803,102,-1.9385724973431273,2.0851686636865083,0.8251048213922123,0.002,
HBAR,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.5,2.5,6.0,8.0,9,31,11,19,52,2.2123286939742797,16.684238628555526,354,-1.8606083285628143,-4.636596377776536,126,2.510368357750194,6.292668111377675,123,-2.369865365764623,1.5388305176312032,1.1347176233747205,0.0,
IMX,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,5.0,2.0,3.0,6.5,5,23,8,28,52,2.059033372576555,5.597374362588492,312,-2.9202648196980854,-3.9476033257969223,117,1.2669624172328302,1.2108933419594514,96,-1.2841531211342572,1.337196783489803,0.6153190298452652,0.07,
EGLD,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.5,2.25,3.5,8.5,5,20,8,20,52,2.8083645477104575,8.332079916676971,294,1.32774224618247,1.5983144999094145,123,1.7080587473782982,1.8225719365509319,93,-1.5352047901706856,1.4376852854102484,0.6082040697924375,0.01,
ARKM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,5.0,8.5,9.0,13,26,8,20,52,1.6076441111594395,12.34525369200201,297,0.24790719750251777,0.6053668020729042,105,0.7955211237434591,1.9358158683902449,90,-2.6131798171207365,1.185203298079986,0.49483658617063325,0.066,
AR,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.5,4.0,5.5,8.0,8,28,9,22,52,2.6492009695658063,21.020654329327137,324,2.97353782430354,9.001611921926877,138,2.79980821075675,7.620260200562812,96,-2.57004661344179,1.7506006607858304,1.0568500626872515,0.014,
W,SUCCESS,binance,1H,2024-04-03,2026-01-21,15794,42,,5.0,2.25,6.0,8.5,8,23,8,30,52,1.9251225868396562,4.847764658454334,192,-1.6250542740085054,-1.6491099263113207,78,1.8954094778262762,1.8092673708626883,87,-2.16292135026136,1.5005080450509174,0.9845656015796075,0.018,
STRK,SUCCESS,binance,1H,2024-02-20,2026-01-21,16825,42,,2.0,3.25,5.5,7.5,20,20,12,29,52,1.9000630840285402,10.663340311824987,282,-0.3672256831117132,-0.8233028775349371,126,1.7772129831313352,3.6788015430105014,106,-2.3970592994647655,1.3694066120313946,0.9353441988690521,0.146,
ANKR,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,5.0,2.0,8.0,9.5,20,25,16,25,52,3.925433475633925,10.618268868173386,252,1.080180442812077,1.1740854457312766,93,3.661293279696033,3.0652750462279554,66,-0.5229265916006032,2.857538861127865,0.9327105662145413,0.0,
METIS,SUCCESS,binance,1H,2024-03-11,2026-01-21,16346,42,,1.5,4.75,7.5,10.0,16,20,13,16,52,3.3366269022157375,32.041641124962105,339,0.42883489487743043,0.9592817927562169,90,2.651696265935433,7.407719030392834,93,-2.603195905547273,1.6992837130742127,0.794723636668677,0.0,
AEVO,SUCCESS,binance,1H,2024-03-13,2026-01-21,16300,42,,4.5,2.5,5.5,9.5,9,31,11,19,52,1.8781223471013013,5.741456332028849,237,0.15699172531653585,0.1657860389684851,96,1.719505437727277,1.74225519631368,78,-1.144888380343001,1.5567200091967646,0.9155449539169618,0.05,
ARKM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.25,3.0,4.0,6.0,9,30,13,28,26,0.4100319517104421,1.5500666665231977,273,1.7142717205843974,2.287591561232527,111,1.2179519259025007,1.4952076400986503,84,-1.6410399327577263,1.2921489856527348,2.970382968502412,0.032,
ICP,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,4.25,3.75,8.0,9.5,18,24,9,17,26,0.7078561313621833,2.6436126712921393,210,1.4530405223576066,1.5798146876080388,69,1.7666727780372875,1.1140228048948764,26,-0.5246149547149304,2.0637360602652715,2.4958076927829107,0.124,
ICP,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,4.5,2.0,8.5,9.0,9,40,12,27,39,1.3875598426202274,4.901173891553201,291,0.31455500558327354,0.310841595577549,81,3.7039561772611123,2.3904017667946587,38,-0.522249231390226,5.14202290073726,2.6694028347394876,0.014,
ARKM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0,3.5,1.5,3.0,8.0,8,25,8,27,39,0.508751506456069,1.8482874203796573,375,1.6045433856895976,1.8271054833282063,135,0.4233030526011848,0.47149744631647117,120,-2.1266691654546754,1.089997360445252,0.8320428484819381,0.098,
ARKM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,3.5,7.5,8.0,19,37,13,23,52,1.6476541214040554,9.625364544420933,288,1.8067039293174283,3.5833853459580123,93,0.9352030924018078,1.6638588360062379,96,-2.3177161799249,1.1991022488754508,0.5675967305594881,0.052,
ICP,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.75,3.25,8.0,8.5,12,32,14,28,52,0.7071135850898244,5.416947126306915,339,0.7021926724835201,1.6480652309444288,126,1.9206149099666872,5.369907735218904,105,-2.3420020764219784,1.4740543188743973,2.7161335186661875,0.104,
ICP,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.0,4.75,8.0,8.5,10,25,16,30,65,1.4879618562119985,10.969956334905739,270,-1.442779196350917,-3.4185541896744165,102,2.5546372550757077,6.492332016494062,93,-2.6061155520419432,1.6768933277234788,1.716870122987705,0.048,
ARKM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,4.0,5.5,10.0,20,26,10,26,65,2.932064880444359,12.615894561831077,234,1.6927217235280407,2.612942898999271,85,-1.98153778592756,-3.039040463390974,78,-5.063862184430235,0.6305723750688128,-0.6758164865803565,0.616,
ICP,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,2.25,3.75,9.5,10.0,11,22,11,30,78,2.023018923348736,14.319253109042428,270,0.7640623172587431,1.631353964622373,105,2.0926350315891518,2.972687500641036,40,-1.1799868984834427,2.073334377551264,1.03441199063288,0.086,
ARKM,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.75,5.5,7.0,8,33,8,26,78,2.1398548697004984,6.521681933023027,183,1.933728192986851,2.2990799935280526,84,-0.580797851348066,-0.7090203976732101,66,-2.3657269410551462,0.8614438360985259,-0.27141927220015466,0.26,
ARKM,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.25,3.0,4.0,6.0,9,31,13,28,26,0.4244754175630786,1.629137967264005,279,1.763505601670384,2.358265226558265,111,1.6954044557398855,2.0085115207475024,81,-1.1353502487082556,1.436190432440666,3.9941169396174567,0.018,
ICP,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,3.25,9.5,10.0,9,23,11,18,52,1.4626203106891023,10.260132992099402,306,0.37405312376251043,0.7102519296398269,123,0.7378534290506237,1.3733219653556006,73,-2.383670267502691,1.194715982385489,0.5044736652829536,0.336,
HMSTR,FAIL,binance,1H,2024-09-26,2026-01-21,11570,42,TRADES<50,5.0,2.75,6.0,9.0,17,21,8,26,52,2.3497036526105983,3.709759300182003,111,-1.9413182862454281,-1.571074521110316,53,2.654111599106786,1.9096372250882343,42,-0.8722920973990522,2.2281718023615302,1.1295516335253513,0.022,
ALICE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,4.5,4.25,5.5,9.5,8,20,8,28,52,1.948481314481387,7.80585102333109,234,0.2272517553457445,0.29924347290952724,85,3.692748610257609,3.983550404050007,48,-1.0246572186443537,2.94392887831377,1.8951932373241571,0.002,
HOOK,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,3.25,5.0,6.0,7.5,7,38,10,15,52,3.5625144390559624,17.45806142571076,222,2.53172002924117,4.981615603285339,105,5.388785476113998,7.801845759610404,42,-0.5147782611038876,8.479115667729028,1.5126354063401306,0.0,
JOE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.75,5.0,8.0,9.0,9,27,8,30,26,3.5038871594997834,17.030480967148385,231,-1.0886313290975758,-2.132884616855335,117,5.032289861102741,7.281846782348822,63,-1.4901112220446988,3.325138206772205,1.4362020327792613,0.0,
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.75,4.5,7.0,9.5,7,21,9,20,26,3.6475191135078746,22.328367083781387,276,-1.1059796719579056,-2.2368639580014893,105,2.8649376692825825,6.017064080711898,120,-2.4709709649103906,1.593180233996714,0.7854482951639227,0.018,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.25,9.0,10.0,8,37,10,21,39,2.6745252698679995,8.53460254158962,273,0.32159810665513927,0.3702702028313576,99,-0.25886936781952363,-0.27743394814202516,99,-1.4106513158911982,0.9337678401051418,-0.09679077282836818,0.686,
OSMO,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,3.5,2.75,6.5,10.0,10,31,12,26,65,4.146207999801456,16.72666514355816,237,-0.4628338164440761,-0.737249167215559,99,3.175655364528142,3.5097028933479546,57,-1.015514554935959,2.1229767765427283,0.7659180062071681,0.0,
TON,FAIL,binance,1H,2024-08-08,2026-01-21,12748,42,WFE<0.6; OVERFIT,3.25,3.25,7.5,9.5,10,24,9,24,78,2.7418644423730774,8.603233482833827,159,-3.3689908461086078,-3.970360618685531,66,1.3124943775001452,1.3977952185839637,60,-2.053468533518077,1.3307840328043652,0.4786868224470588,0.04,
MINA,SUCCESS,binance,1H,2024-01-22,2026-01-21,17521,42,,2.75,3.0,8.5,9.5,5,29,14,29,78,2.860616739224394,13.52384637360493,228,1.2815819391790022,2.1237801793606126,87,1.7568809883191294,2.6500303148723203,78,-1.0313018579764188,1.499122147141364,0.6141616121548239,0.044,
RUNE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,5.0,8.5,9.5,17,31,13,18,78,3.5974854727329872,17.02960243419749,202,-0.17795710529713651,-0.32974160944584385,81,-0.7928554833795849,-1.5331108757418388,81,-4.142135480206999,0.8369552427105287,-0.22039157333337542,0.21,
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,4.5,7.0,9.5,11,20,11,21,26,3.6286524063393295,16.620373203419135,210,-0.8628311933830564,-1.4762787060258908,93,-2.4160761179243706,-4.409226407452971,105,-5.321662873369492,0.6175906088304285,-0.665832889836303,0.918,
ETH,FAIL,binance,1H,,,0,42,ERROR: No data found for ETH in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for ETH in data
AVAX,FAIL,binance,1H,,,0,42,ERROR: No data found for AVAX in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for AVAX in data
UNI,FAIL,binance,1H,,,0,42,ERROR: No data found for UNI in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for UNI in data
SEI,FAIL,binance,1H,,,0,42,ERROR: No data found for SEI in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for SEI in data
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,4.5,6.0,9.0,9,26,9,26,26,2.7990346723091473,15.636603069273258,288,0.173301918184068,0.1947129231745004,75,-1.042424509644755,-1.4820290996765628,78,-2.7643511713666302,0.8220488218127782,-0.3724228641958107,0.418,
ETH,FAIL,binance,1H,,,0,42,ERROR: No data found for ETH in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for ETH in data
AVAX,FAIL,binance,1H,,,0,42,ERROR: No data found for AVAX in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for AVAX in data
UNI,FAIL,binance,1H,,,0,42,ERROR: No data found for UNI in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for UNI in data
SEI,FAIL,binance,1H,,,0,42,ERROR: No data found for SEI in data,0.0,0.0,0.0,0.0,0,0,0,0,52,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for SEI in data
CAKE,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,2.75,4.75,8.5,10.0,5,32,9,25,26,3.722924605771474,21.962768840522063,237,-0.5756516777423516,-1.2833124988950506,106,2.729660924727685,4.993552142630908,72,-1.6616659393540067,1.7849936139764184,0.7332033854502508,0.022,
UNI,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,2.0,4.0,8.0,8.5,7,25,8,25,52,2.4799624190683724,19.408885266082198,342,0.6546338162463365,1.5030679433187588,121,1.3893607293254342,3.1395051670161322,84,-2.697698325840603,1.3456826220724842,0.5602345901061534,0.066,
AVAX,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.0,3.25,8.0,9.5,20,20,15,21,52,4.124618698533261,21.405844734822743,276,-0.6759324493913051,-1.291880095653819,114,2.164092818916507,3.8698050931857964,108,-4.301178118120563,1.4881574863254896,0.524677061587795,0.012,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.25,2.25,5.5,9.0,13,22,13,19,52,1.641581285433014,5.445187010781294,264,-1.38759107239728,-1.986226689541204,117,3.868609352643302,4.2059778184344365,87,-1.0845667735638775,2.30530327033199,2.356635877231535,0.002,
SEI,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,2.0,5.5,8.5,6,27,16,27,52,3.6935034952999444,10.533655049219703,267,1.7520184891906079,2.1384149385020867,102,-0.07788178785396115,-0.10308677558640289,84,-1.943089386826291,0.9780788371670998,-0.021086155178428084,0.112,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.25,2.5,5.5,8.5,14,37,9,25,52,1.4189863847310116,4.874204960340189,270,-1.6573024912038932,-2.559692646677336,117,2.030176445696506,2.3364142060452675,84,-1.3519927724685576,1.5452117078206717,1.4307229918075315,0.032,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.25,2.5,5.5,8.5,14,37,9,25,52,1.4189863847310116,4.874204960340189,270,-1.6573024912038932,-2.559692646677336,117,2.030176445696506,2.3364142060452675,84,-1.3519927724685576,1.5452117078206717,1.4307229918075315,0.032,
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.0,5.0,6.5,9.5,19,32,8,23,52,2.937271909889213,17.199816011057578,285,-0.7017506714295586,-1.237001807297855,75,1.5647101372355425,2.8833940931924484,78,-1.7894195544744362,1.3878929642793487,0.5327086443605964,0.05,
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.0,5.0,6.5,9.5,19,32,8,23,52,2.937271909889213,17.199816011057578,285,-0.7017506714295586,-1.237001807297855,75,1.5647101372355425,2.8833940931924484,78,-1.7894195544744362,1.3878929642793487,0.5327086443605964,0.05,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.25,2.5,7.0,10.0,13,20,14,20,52,2.727156238478769,8.541790449094666,228,-1.0599601798058202,-1.680631678962452,117,2.772348123483337,2.9059381638402826,66,-1.0389380003230086,1.9094387241890212,1.0165710656276064,0.006,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.25,2.5,7.0,10.0,13,20,14,20,52,2.727156238478769,8.541790449094666,228,-1.0599601798058202,-1.680631678962452,117,2.772348123483337,2.9059381638402826,66,-1.0389380003230086,1.9094387241890212,1.0165710656276064,0.006,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.25,2.5,5.5,8.5,14,37,9,25,52,1.4189863847310116,4.874204960340189,270,-1.6573024912038932,-2.559692646677336,117,2.030176445696506,2.3364142060452675,84,-1.3519927724685576,1.5452117078206717,1.4307229918075315,0.032,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,3.0,4.25,5.0,6.5,19,38,9,28,52,2.982745096310806,16.342708793201787,264,-1.3075756796972984,-2.6012537606617814,105,3.146878044563379,5.537505557043709,78,-2.0227177232112314,1.9511847198364065,1.0550274807108324,0.002,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,3.0,4.25,5.0,6.5,19,38,9,28,52,2.982745096310806,16.342708793201787,264,-1.3075756796972984,-2.6012537606617814,105,3.146878044563379,5.537505557043709,78,-2.0227177232112314,1.9511847198364065,1.0550274807108324,0.002,
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.0,5.0,6.5,9.5,19,32,8,23,52,2.937271909889213,17.199816011057578,285,-0.7017506714295586,-1.237001807297855,75,1.5647101372355425,2.8833940931924484,78,-1.7894195544744362,1.3878929642793487,0.5327086443605964,0.05,
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.25,4.75,5.5,9.5,13,40,8,24,52,3.229672238154143,16.93110894133858,249,-0.02826467342921405,-0.09367838039395782,93,1.2982344563852841,2.0223950506419452,72,-2.572703236078866,1.3175835786321453,0.4019709619596771,0.06,
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.25,4.75,5.5,9.5,13,40,8,24,52,3.229672238154143,16.93110894133858,249,-0.02826467342921405,-0.09367838039395782,93,1.2982344563852841,2.0223950506419452,72,-2.572703236078866,1.3175835786321453,0.4019709619596771,0.06,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.25,2.5,7.0,10.0,13,20,14,20,52,2.727156238478769,8.541790449094666,228,-1.0599601798058202,-1.680631678962452,117,2.772348123483337,2.9059381638402826,66,-1.0389380003230086,1.9094387241890212,1.0165710656276064,0.006,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.5,3.0,5.5,7.5,20,33,8,23,52,3.4078253395812492,11.561664648303038,249,2.047925524359474,2.209096289411394,75,3.5900329849220083,3.529342946505176,69,-1.5033877244857496,2.3319995880349538,1.0534674248778104,0.002,
ETH,SUCCESS,binance,1H,2024-01-23,2026-01-22,17520,42,,4.5,3.0,5.5,7.5,20,33,8,23,52,3.4078253395812492,11.561664648303038,249,2.047925524359474,2.209096289411394,75,3.5900329849220083,3.529342946505176,69,-1.5033877244857496,2.3319995880349538,1.0534674248778104,0.002,
